base_L2@1s,base_L2@2s,base_L2@3s,base_avgL2@1s,base_avgL2@2s,base_avgL2@3s,base_coll@1s,base_coll@2s,base_coll@3s,base_cumColl@1s,base_cumColl@2s,base_cumColl@3s,base_meanColl@1s,base_meanColl@2s,base_meanColl@3s,base_status,command,got_L2@1s,got_L2@2s,got_L2@3s,got_avgL2@1s,got_avgL2@2s,got_avgL2@3s,got_beats_base,got_cand_cmd,got_cand_kin,got_cand_total,got_cand_vals,got_candidate_spread,got_coll@1s,got_coll@2s,got_coll@3s,got_cumColl@1s,got_cumColl@2s,got_cumColl@3s,got_meanColl@1s,got_meanColl@2s,got_meanColl@3s,got_minADE_C,got_n_candidates,got_oracle_L2@1s,got_oracle_L2@2s,got_oracle_L2@3s,got_oracle_avgL2@1s,got_oracle_avgL2@2s,got_oracle_avgL2@3s,got_pred,got_selection_gap_L2@1s,got_selection_gap_L2@2s,got_selection_gap_L2@3s,got_selection_gap_avgL2@1s,got_selection_gap_avgL2@2s,got_selection_gap_avgL2@3s,got_selection_rank,got_selection_top1,got_status,got_worst_candidate,mean_coll@1s,mean_coll@2s,mean_coll@3s,mean_cumColl@1s,mean_cumColl@2s,mean_cumColl@3s,mean_meanColl@1s,mean_meanColl@2s,mean_meanColl@3s,sample_token,scene,seed
1.0587,1.3376,2.0524,0.7758,1.2647,1.6157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.0587,1.3376,5.7337,0.7758,1.0515,2.3701,False,"[-0.0, -0.0653, -0.0653, -0.1305, -0.1958, -0.1305, -0.0653, -0.1958]","[-352.7766, -312.0608, -93.3893, -367.1096, -268.1667, -9929.2606, -25426.1543, -71937.8254]","[4.3069, 3.907, 3.3101, 2.2905, 1.2868, -1009926.5467, -1025423.4405, -1071935.1116]","[2.37, 1.333, 1.146, 1.669, 1.312, 2.753, 9.886, 5.179]",2.8088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.146,8.0,1.0587,1.3376,1.4953,0.7758,1.0515,1.146,"[[4.828, 0.0], [9.682, 0.0], [14.25, -0.131], [19.104, -0.131], [26.528, 0.261], [33.381, 0.0]]",0.0,0.0,4.2384,0.0,0.0,1.2241,4.0,0.0,ok,9.8857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cd29200927db42dcb63c2db3349a8698,scene-0923,44
2.1152,4.9458,7.4221,1.5791,2.8321,4.2428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,2.1152,4.9458,7.4221,1.5791,2.8321,4.2428,False,"[-0.0653, -0.2611, -0.0, -0.0653, -0.1305, -0.0, -1.5013, -0.2611]","[-38.3759, -1445.4617, -2129.2155, -5130.8388, -10411.9397, -12672.502, -15600.7471, -780517.0128]","[3.3768, -1001442.9583, -1002126.7122, -1005128.4133, -1010409.4363, -1012670.0765, -1015598.3216, -1780514.5873]","[4.243, 3.034, 3.72, 3.245, 4.623, 4.196, 2.805, 9.531]",2.0201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8045,8.0,2.1152,0.6738,3.6388,1.5791,1.3355,2.8045,"[[3.686, 0.0], [7.398, 0.0], [11.11, -0.131], [14.25, -0.131], [17.391, -0.131], [21.674, -0.131]]",0.0,4.272,3.7834,0.0,1.4966,1.4382,5.0,0.0,ok,9.5311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77b766e9aa56434f8d975037278b9a62,scene-0923,44
0.3582,0.3902,1.6753,0.1993,0.2796,0.7654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.6463,1.0604,0.4347,0.9112,1.3036,1.2413,False,"[-0.0653, -0.0653, -0.1305, -0.1305, -8.2899, -0.5875, -0.0653, -0.0653]","[-1459.1076, -1686.2994, -7943.3709, -10838.3172, -17702.4309, -24644.7881, -48456.2831, -77109.7365]","[-1001457.4588, -1001683.8281, -1007940.8996, -1010835.8459, -1017699.9596, -1024643.1392, -1048454.6342, -1077108.0876]","[1.241, 0.862, 1.437, 1.662, 3.652, 9.104, 4.343, 5.008]",2.5992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8618,8.0,0.6463,0.786,0.4347,0.9112,0.7344,0.8618,"[[3.971, 0.0], [9.682, 0.0], [13.108, 0.0], [18.533, -0.261], [25.957, -0.131], [29.669, -0.131]]",0.0,0.2744,0.0,0.0,0.5692,0.3795,1.0,0.0,ok,9.1041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,f74ca01fe91e421b9f96864d8d59feca,scene-0923,44
0.6143,1.3125,1.5703,0.5387,0.8251,1.2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.6143,1.3125,1.5703,0.5387,0.8251,1.2079,False,"[-0.1305, -0.1305, -0.1305, -0.0653, -0.2611, -0.0, -0.1305, -0.1305]","[-153.6991, -3647.8173, -3811.5844, -3818.6402, -3825.7695, -4858.2788, -7583.6105, -181456.3978]","[1.8048, -1003646.3364, -1003810.054, -1003817.1098, -1003824.2391, -1004856.7979, -1007582.0801, -1181454.9168]","[1.208, 1.252, 1.224, 1.761, 2.573, 1.54, 1.659, 10.288]",2.9028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2079,8.0,0.6143,1.3125,1.5703,0.5387,0.8251,1.2079,"[[3.115, 0.0], [6.541, -0.131], [9.682, -0.131], [12.823, -0.131], [15.393, -0.261], [19.961, -0.261]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,10.2884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,c201dea88033406fb304747d32b823a6,scene-0924,44
0.8127,0.9167,2.4263,0.4997,0.6944,0.9836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.8127,0.9167,2.4263,0.4997,0.6944,1.316,False,"[-0.0653, -0.1305, -0.0653, -0.2611, -0.4569, -0.0653, -0.2611, -0.0]","[-296.3087, -2880.3625, -4863.7731, -7047.4154, -9863.693, -10203.6734, -13573.7418, -19970.4285]","[4.6495, -1002877.8122, -1004861.2228, -1007044.8651, -1009861.1605, -1010201.1408, -1013571.2093, -1019967.896]","[1.316, 1.317, 1.234, 1.513, 3.186, 3.029, 2.499, 2.938]",0.8076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2343,8.0,0.8127,0.9167,1.8934,0.4997,0.6944,1.2343,"[[3.686, 0.0], [6.827, 0.0], [10.539, -0.131], [14.25, -0.131], [16.249, -0.131], [19.961, -0.131]]",0.0,0.0,0.5329,0.0,0.0,0.0817,1.0,0.0,ok,3.1859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2402ba90f72345d2abbc04224afd0330,scene-0924,44
1.8408,4.3377,6.2428,1.3066,2.4454,3.3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.8408,4.3377,6.2428,1.3066,2.4454,3.3146,False,"[-0.1305, -0.5222, -0.1305, -0.0653, -0.718, -1.5666, -0.0653, -0.1958]","[-619.2921, -185.1252, -985.4029, -2385.8269, -6634.3822, -18527.8445, -43123.6511, -779035.3389]","[4.6627, 3.8572, -1000981.9687, -1002382.3927, -1006630.7405, -1018524.2028, -1043120.217, -1779031.9047]","[3.315, 5.0, 3.556, 3.945, 7.218, 4.534, 6.596, 12.549]",2.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3146,8.0,1.8408,4.3377,6.2428,1.3066,2.4454,3.3146,"[[4.257, 0.0], [8.54, 0.0], [12.537, 0.0], [16.82, 0.131], [18.819, 0.261], [23.387, 0.261]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,12.5487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43e78092d75e44d7943687203bc111d8,scene-0924,44
5.3539,11.0529,13.563,4.0514,6.87,8.9524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,5.3539,11.0616,13.5504,4.0514,6.8722,9.1415,False,"[-0.6527, -0.5875, -0.6527, -0.9791, -1.2402, -0.0, -0.9791, -0.4569]","[-221.755, -2986.2304, -3940.2144, -5179.4368, -7700.9902, -45994.8485, -58569.1094, -106101.1318]","[2.9481, -1002981.592, -1003935.5761, -1005177.4023, -1007696.3519, -1045990.2102, -1058567.0749, -1106099.0974]","[9.141, 9.432, 8.524, 8.787, 8.793, 8.126, 12.002, 11.68]",1.3676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1255,8.0,5.3539,8.1822,12.4907,4.0514,5.9462,8.1255,"[[4.257, 0.0], [8.54, -0.131], [13.394, -0.392], [18.248, -0.783], [23.387, -1.044], [25.957, -1.305]]",0.0,2.8793,1.0597,0.0,0.9259,1.016,4.0,0.0,ok,12.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6621ea99f14447fdab044d69eac8062a,scene-0924,44
5.081,10.6959,15.4922,3.6955,6.3395,9.1166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,5.081,8.4118,9.4949,3.6955,5.7683,6.9277,True,"[-0.0653, -0.1305, -0.0653, -0.718, -0.1958, -0.1305, -0.4569, -0.0653]","[-43.6351, -80.1007, -769.1301, -1143.149, -2116.0408, -2118.989, -7868.2002, -104953.5192]","[3.2419, 2.9397, -1000767.0667, -1001141.0856, -1002113.9711, -1002116.9194, -1007866.1367, -1104951.4495]","[6.928, 8.926, 9.212, 9.413, 8.974, 8.736, 10.975, 17.539]",2.9987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9277,8.0,5.081,8.4118,9.4949,3.6955,5.7683,6.9277,"[[3.115, 0.0], [6.541, 0.0], [9.111, 0.0], [10.539, -0.131], [11.395, -0.261], [12.252, -0.131]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,17.5394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e6fcfc5cd0254eee901c1bbc0a30a6ba,scene-0925,44
4.6561,8.8066,14.831,3.3683,5.3559,7.9422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,4.6561,8.8066,17.9718,3.3683,5.4986,8.7038,False,"[-0.0653, -0.0653, -0.0653, -0.1305, -1.436, -0.1958, -0.1305, -0.1305]","[-135.3304, -187.1317, -298.5589, -265.7589, -618.2401, -8127.8915, -28801.0225, -31103.0058]","[3.863, 3.8588, 3.8377, -1000263.0601, -1000615.5413, -1008125.205, -1028798.336, -1031100.3192]","[8.704, 7.942, 7.562, 9.132, 8.273, 8.514, 10.798, 8.119]",0.9336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5618,8.0,4.6561,7.0935,14.831,3.3683,4.9279,7.5618,"[[2.258, 0.0], [5.113, 0.0], [7.398, 0.0], [9.968, 0.0], [13.394, 0.131], [19.104, -0.131]]",0.0,1.7132,3.1408,0.0,0.5708,1.142,5.0,0.0,ok,10.7978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9f7941301fc440459a1a6dd8182d4f91,scene-0925,44
3.5115,5.3228,6.3218,2.741,3.6959,4.4883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,3.5115,5.3228,6.3218,2.741,3.6959,4.4883,False,"[-0.0653, -0.0653, -0.1305, -0.0, -0.1305, -0.3916, -0.0653, -0.0653]","[-154.4234, -564.6282, -210.3049, -663.8686, -1935.4825, -3148.1804, -4473.9661, -8231.7224]","[4.4247, 4.2394, 3.82, -1000660.7443, -1001932.3874, -1003145.0561, -1004470.871, -1008228.6273]","[4.488, 4.393, 5.392, 5.392, 5.345, 5.687, 4.251, 4.013]",0.6051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0132,8.0,3.5115,5.32,8.0297,2.741,3.5533,4.0132,"[[2.544, 0.0], [5.399, 0.0], [7.398, 0.0], [10.539, -0.131], [13.108, -0.131], [15.964, -0.131]]",0.0,0.0028,-1.7079,0.0,0.1427,0.4751,3.0,0.0,ok,5.6872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870569ebe8bf460eb4dc77e7a465975e,scene-0925,44
2.2906,6.0277,11.7131,1.8458,3.3199,5.3557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,2.2906,6.0277,9.9999,1.8458,3.3199,5.0702,True,"[-0.0653, -0.3264, -0.0653, -1.5013, -0.0, -0.0, -0.3916, -0.0]","[-251.5695, -243.5106, -254.3334, -323.8158, -1555.9047, -2313.469, -14313.1286, -84300.6525]","[4.0842, 3.5389, 3.1666, 0.1632, -1001553.6797, -1002310.3264, -1014309.986, -1084298.4275]","[5.07, 6.214, 5.023, 6.372, 5.605, 5.118, 5.426, 12.404]",2.3177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0227,8.0,2.291,6.0277,9.9999,1.7033,3.2487,5.0227,"[[4.542, 0.0], [8.54, 0.0], [12.823, 0.0], [18.248, 0.0], [22.245, 0.0], [27.385, -0.131]]",-0.0004,0.0,0.0,0.1425,0.0713,0.0475,1.0,0.0,ok,12.4041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b9ac916091a2417a87126eb9ddd22474,scene-0925,44
2.3616,4.5415,5.998,1.8317,3.0319,3.9286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,2.3616,3.9839,5.998,1.8317,2.8925,3.8356,True,"[-0.8486, -0.8486, -0.0653, -2.3499, -0.0, -8.2899, -2.2846, -1.6971]","[-367.3429, -712.5531, -1725.2014, -2247.0854, -7255.1351, -26486.5851, -68037.5042, -72873.6078]","[3.3278, 3.1725, -1001723.2611, -1002245.1451, -1007253.0514, -1026484.5014, -1068035.4205, -1072871.6675]","[3.836, 3.368, 4.346, 3.923, 3.692, 7.116, 6.775, 6.226]",1.4311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3681,8.0,0.9304,3.7412,5.998,0.9733,2.1912,3.3681,"[[1.973, 0.0], [3.686, 0.131], [5.97, 0.522], [6.827, 0.783], [9.111, 1.697], [10.539, 1.697]]",1.4312,0.2428,0.0,0.8584,0.7013,0.4676,2.0,0.0,ok,7.1162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45eda670b5a840acbb730aac15e63b19,scene-0926,44
0.1128,0.3597,0.6998,0.2284,0.3058,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.4839,0.3597,0.799,0.5535,0.4683,0.6484,False,"[-1.0444, -1.0444, -1.3708, -1.5013, -6.1358, -0.8486, -1.5666, -0.5222]","[-110.4586, -2518.2628, -2947.5539, -4348.787, -7939.9679, -9703.7819, -15147.9078, -79929.0166]","[3.617, -1002515.7004, -1002944.9915, -1004346.2038, -1007937.3847, -1009701.2195, -1015145.3454, -1079926.4334]","[0.648, 1.281, 1.34, 1.674, 2.388, 2.855, 2.521, 3.216]",0.8305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6484,8.0,0.4839,0.3597,0.799,0.5535,0.4683,0.6484,"[[2.829, -0.131], [5.113, -0.131], [7.683, -0.522], [9.682, -0.783], [11.681, -1.175], [15.393, -2.089]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,3.2163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6d24000d98854d99b5af251bfdf31561,scene-0926,44
0.6361,0.9345,2.5745,0.549,0.6451,1.0782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.6361,0.217,4.2781,0.549,0.4657,1.2425,False,"[-0.0, -0.0653, -0.0653, -0.1305, -0.0653, -0.0653, -0.0653, -0.718]","[-210.5166, -14.0992, -295.4542, -302.9318, -922.1781, -2668.1189, -4637.9287, -5395.1286]","[3.0814, 2.8796, 2.7405, 2.4378, -1000920.5581, -1002666.4989, -1004636.3087, -1005393.5085]","[1.243, 1.316, 0.959, 0.958, 0.731, 1.929, 1.739, 1.682]",0.4019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7306,8.0,0.6361,0.217,1.4533,0.549,0.4657,0.7306,"[[2.258, 0.0], [4.542, 0.0], [6.827, 0.0], [9.682, 0.0], [10.253, -0.131], [9.396, 0.0]]",0.0,0.0,2.8247,0.0,0.0,0.5119,3.0,0.0,ok,1.9294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0a6754bbd15c4a99a0df920e42cb8353,scene-0926,44
2.8865,4.5626,6.2606,2.1366,3.2224,4.4041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,2.3154,4.5626,9.3995,1.9938,3.1511,4.689,False,"[-0.0, -0.0653, -0.0653, -0.0653, -0.0653, -0.0653, -0.1305, -0.1305]","[-376.9799, -80.6035, -134.1371, -384.0494, -4515.8588, -18564.3456, -66927.5205, -1197366.2221]","[3.5773, 1.9311, 1.931, 1.9092, -1004514.5677, -1018563.0334, -1066926.2083, -2197364.931]","[4.689, 4.023, 4.261, 4.214, 4.597, 4.975, 13.351, 13.929]",3.9876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0235,8.0,2.8865,4.5626,6.2606,2.1366,3.2224,4.0235,"[[3.971, 0.0], [6.827, 0.0], [11.11, 0.0], [14.25, -0.131], [17.962, 0.0], [23.958, 0.0]]",-0.5711,0.0,3.1389,-0.1428,-0.0714,0.6656,4.0,0.0,ok,13.9295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70308748f324468193d6189ab556f8e5,scene-0926,44
0.6852,0.1385,0.533,0.598,0.4487,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.6852,0.1385,0.6513,0.598,0.4487,0.5468,False,"[-0.0653, -0.0653, -0.1305, -0.0, -0.0, -0.1305, -1.0444, -0.3916]","[-93.484, -110.7289, -40.1302, -688.8623, -1575.4925, -2929.0558, -7551.6281, -58774.0817]","[3.229, 3.2257, 3.0314, -1000686.5963, -1001573.2289, -1002926.7898, -1007549.3621, -1058771.8181]","[0.547, 0.499, 0.689, 2.163, 1.115, 1.11, 2.114, 3.94]",1.0974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4992,8.0,0.6852,0.1385,0.6513,0.4554,0.3774,0.4992,"[[3.4, 0.0], [6.541, 0.0], [9.396, 0.0], [12.252, 0.0], [16.249, 0.0], [19.39, -0.131]]",0.0,0.0,0.0,0.1426,0.0713,0.0475,1.0,0.0,ok,3.9399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5d785cd90a884e0ebf9c5047a527df76,scene-0927,44
0.6109,1.8872,2.6272,0.5677,0.9744,1.3983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.6109,1.8872,2.6272,0.5677,0.9744,1.3983,False,"[-0.0653, -0.2611, -0.0, -0.0653, -8.2899, -0.1305, -0.1958, -0.0653]","[-114.3596, -27.5382, -308.0813, -1606.2667, -2318.3506, -9154.017, -9444.0293, -90262.3526]","[3.117, 3.0476, 2.4677, -1001604.6957, -1002316.1129, -1009152.4461, -1009441.7916, -1090260.7817]","[1.398, 1.82, 1.628, 1.628, 4.221, 4.006, 2.299, 4.033]",1.1555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3983,8.0,0.6109,1.8872,2.6272,0.5677,0.9744,1.3983,"[[3.115, 0.0], [6.541, 0.0], [9.682, 0.0], [11.966, 0.131], [15.107, 0.131], [17.391, 0.131]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,4.2208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47a99007d3cd489fb6e671accaac003e,scene-0927,44
1.1944,1.4069,2.3072,0.8599,1.1957,1.6415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.1944,1.4069,2.3072,0.8599,1.0529,1.4031,True,"[-0.0653, -0.0653, -0.0653, -0.1305, -0.1305, -0.1958, -0.7833, -0.0]","[-51.7207, -188.8678, -570.9434, -167.3963, -625.4398, -696.7086, -856.1555, -9287.9421]","[2.7702, 2.722, 2.5918, 2.4528, 2.2967, -1000694.9389, -1000854.3842, -1009286.1723]","[1.403, 1.213, 1.879, 1.784, 2.166, 1.221, 2.475, 2.341]",0.4645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2127,8.0,1.1944,0.8358,2.3072,0.8599,0.7674,1.2127,"[[2.258, 0.0], [4.542, 0.0], [5.97, 0.0], [7.969, 0.0], [10.253, 0.0], [12.537, -0.131]]",0.0,0.5711,0.0,0.0,0.2855,0.1903,2.0,0.0,ok,2.4748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13023d830bad41fbab80efdea5a548ce,scene-0927,44
0.9256,0.8495,1.157,0.7083,0.8754,0.9485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.9256,0.8495,0.8717,0.7083,0.8754,0.9009,True,"[-0.3916, -0.3916, -0.9791, -1.1097, -0.7833, -0.718, -0.5875, -0.3264]","[-43.1529, -351.5743, -615.4281, -710.2441, -749.3301, -1339.4336, -2463.9644, -775816.0642]","[3.7842, 3.7558, 1.5789, -1000707.8657, -1000746.9244, -1001337.0279, -1002461.5587, -1775813.6857]","[0.901, 0.956, 1.25, 1.942, 1.207, 1.962, 1.322, 8.881]",2.5142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9009,8.0,0.9256,0.8495,0.8717,0.7083,0.8754,0.9009,"[[3.686, 0.0], [7.398, 0.0], [11.11, 0.131], [14.25, 0.392], [17.962, 0.522], [21.389, 0.783]]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ok,8.8811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841dd882d0bb442a8e17509f5decee06,scene-0927,44
1.5297,4.762,6.6018,1.1038,2.5213,3.6109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,1.5297,4.762,6.6018,1.1038,2.5213,3.6109,False,"[-0.0, -0.0, -0.6527, -0.9791, -0.3916, -0.1958, -1.1097, -0.0]","[-189.1348, -396.045, -246.8588, -922.3988, -3354.3777, -3416.9531, -4857.5349, -5636.954]","[4.7308, 4.6254, 3.1549, -1000919.7136, -1003351.6977, -1003414.2679, -1004854.8549, -1005634.274]","[3.611, 3.421, 5.371, 3.791, 4.89, 4.096, 4.257, 3.265]",0.6853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2646,8.0,0.6736,4.762,5.465,0.533,2.2359,3.2646,"[[4.257, 0.0], [8.54, 0.0], [13.394, 0.0], [18.248, 0.0], [21.674, 0.0], [26.528, 0.0]]",0.8561,0.0,1.1368,0.5708,0.2854,0.3463,2.0,0.0,ok,5.3711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fd0915986a6444ee8296894d2a307291,scene-0928,44
0.1401,0.328,1.2305,0.0849,0.2621,0.4967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,0.1401,1.5465,0.8707,0.0849,0.5951,0.6429,False,"[-0.0653, -0.0653, -0.1305, -3.1332, -0.7833, -1.0444, -0.0653, -0.1958]","[-714.7802, -60.1382, -697.5996, -863.6316, -977.3879, -3621.7011, -35303.4776, -1109374.1998]","[4.1766, 4.1596, -1000694.4609, -1000860.4742, -1000974.2304, -1003618.5437, -1035300.3389, -2109371.0611]","[0.643, 0.423, 0.86, 1.934, 1.316, 1.464, 2.818, 9.705]",2.8542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4233,8.0,0.1548,0.328,0.8707,0.0923,0.2658,0.4233,"[[2.829, 0.0], [5.399, 0.0], [7.398, -0.131], [8.825, 0.0], [13.108, 0.0], [15.393, -0.131]]",-0.0147,1.2185,0.0,-0.0073,0.3294,0.2196,1.0,0.0,ok,9.7048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b16163568a0e472791b837c0ecad1e5b,scene-0928,44
1.6584,5.6307,10.6331,1.0182,2.8508,4.9757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,right,1.6584,5.6307,10.6284,1.0182,2.8508,5.2029,False,"[-2.3499, -2.3499, 1.2402, -8.2899, -8.2899, -8.2899, -1.436, -8.2899]","[-485.1098, -2339.3679, -7128.1028, -14364.0831, -31779.4696, -35467.3346, -62809.8223, -318199.6952]","[2.9208, -1002337.5598, -1007126.2947, -1014362.4024, -1031777.7889, -1035465.5264, -1062808.1417, -1318197.8871]","[5.203, 4.985, 3.739, 6.676, 9.24, 9.019, 4.5, 11.426]",2.5685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7389,8.0,1.6584,4.6056,3.5605,1.0182,2.5246,3.7389,"[[1.687, 0.131], [3.686, 0.653], [5.113, 1.697], [6.541, 2.35], [8.254, 4.569], [8.254, 4.7]]",0.0,1.025,7.0679,0.0,0.3263,1.464,3.0,0.0,ok,11.4258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ca53a4aa044c4a319d6bd855757d5d43,scene-0928,44
1.5897,1.4846,1.32,1.0167,1.0687,1.0722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,straight,2.4426,2.5859,1.32,1.4507,2.3309,1.9136,False,"[-0.6527, -1.436, -0.718, -1.1749, -0.7833, -0.6527, -2.8721, -0.3264]","[-589.716, -756.2332, -1127.7787, -2642.2093, -3094.6552, -3625.5281, -19429.3099, -145307.8928]","[3.2761, 2.2281, -1001125.526, -1002639.9566, -1003092.4373, -1003623.3102, -1019427.092, -1145305.6749]","[1.914, 2.929, 2.799, 2.311, 2.247, 1.685, 2.924, 9.489]",2.3837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6845,8.0,2.4426,3.4421,1.32,1.4507,1.9872,1.6845,"[[3.115, -0.131], [7.398, 0.0], [11.681, -0.392], [13.394, -0.261], [14.25, -1.044], [17.391, -1.305]]",0.0,-0.8562,0.0,0.0,0.3437,0.2291,1.0,0.0,ok,9.4895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,084108c61ce14d2cb00f7e8102e03626,scene-0928,44
