command,copy_codebook_cosine_s0,copy_codebook_cosine_s1,copy_codebook_cosine_s2,copy_codebook_l2_s0,copy_codebook_l2_s1,copy_codebook_l2_s2,copy_pixel_mae_s0,copy_pixel_mae_s1,copy_pixel_mae_s2,delta_copy_codebook_cosine_s0,delta_copy_codebook_cosine_s1,delta_copy_codebook_cosine_s2,delta_copy_codebook_l2_s0,delta_copy_codebook_l2_s1,delta_copy_codebook_l2_s2,delta_copy_pixel_mae_s0,delta_copy_pixel_mae_s1,delta_copy_pixel_mae_s2,delta_plan_codebook_cosine_s0,delta_plan_codebook_cosine_s1,delta_plan_codebook_cosine_s2,delta_plan_codebook_l2_s0,delta_plan_codebook_l2_s1,delta_plan_codebook_l2_s2,delta_plan_pixel_mae_s0,delta_plan_pixel_mae_s1,delta_plan_pixel_mae_s2,gt_codebook_cosine_s0,gt_codebook_cosine_s1,gt_codebook_cosine_s2,gt_codebook_l2_s0,gt_codebook_l2_s1,gt_codebook_l2_s2,gt_pixel_mae_s0,gt_pixel_mae_s1,gt_pixel_mae_s2,plan_avgL2,plan_codebook_cosine_s0,plan_codebook_cosine_s1,plan_codebook_cosine_s2,plan_codebook_l2_s0,plan_codebook_l2_s1,plan_codebook_l2_s2,plan_ok,plan_pixel_mae_s0,plan_pixel_mae_s1,plan_pixel_mae_s2,plan_seg_err_s0,plan_seg_err_s1,plan_seg_err_s2,sample_token,scene
straight,0.61277,0.59514,0.55904,16.03543,15.55873,13.67371,0.13888,0.15983,0.08198,0.11445,0.0675,0.04544,1.63765,0.99385,0.31686,0.05736,0.05805,0.01298,-0.0474,-0.00107,-0.04607,-1.0589,0.18598,-0.54413,-0.00176,0.02709,0.00433,0.49832,0.52764,0.5136,14.39779,14.56487,13.35685,0.08152,0.10178,0.069,3.21768,0.45092,0.52657,0.46753,13.33888,14.75085,12.81272,True,0.07977,0.12886,0.07333,1.05863,4.03496,5.26114,9cd7ace836724f68b0fb6ecf42caf46e,scene-0036
straight,0.59487,0.47189,0.48111,15.73811,13.02804,12.44038,0.15958,0.12801,0.06011,0.09786,0.0292,-0.12686,1.68828,1.15189,-2.07592,0.06228,0.06521,-0.00677,-0.00619,-0.01534,-0.03548,0.28313,0.1055,-0.34105,0.00871,0.0025,7e-05,0.49701,0.4427,0.60798,14.04983,11.87615,14.5163,0.0973,0.0628,0.06688,3.52987,0.49083,0.42736,0.5725,14.33296,11.98166,14.17525,True,0.10602,0.0653,0.06695,2.79669,3.68704,6.78316,63da0bd557fe4de0bd2b76c77e9f7fa3,scene-0036
left,0.8454,0.69143,0.6541,18.53959,16.76267,15.43,0.18224,0.13542,0.1143,0.22926,-0.09659,-0.0535,3.58249,-1.04416,-0.9884,0.05997,-0.00252,-0.01429,-0.04107,-0.29042,0.03853,-0.6138,-4.46668,0.65773,-0.00204,-0.03225,-0.00819,0.61614,0.78803,0.7076,14.95709,17.80683,16.4184,0.12227,0.13794,0.12858,1.06515,0.57507,0.4976,0.74613,14.34329,13.34015,17.07613,True,0.12023,0.1057,0.12039,0.33748,0.31797,4.22928,0f39f34febc84a6689f08599105d1421,scene-0038
left,0.83619,0.57373,0.62254,18.14092,14.86866,14.64688,0.16203,0.11699,0.10489,0.27984,-0.21189,0.03347,3.45423,-2.8854,-0.22098,0.05175,-0.00818,-0.00098,-0.0585,0.06912,-0.02843,-0.99129,0.7911,-0.39967,-0.00022,0.03753,-0.00974,0.55635,0.78562,0.58907,14.68669,17.75407,14.86786,0.11028,0.12516,0.10587,0.72056,0.49785,0.85474,0.56064,13.69541,18.54517,14.46819,True,0.11006,0.1627,0.09613,0.09691,0.84586,1.75622,09f3a3ce512a442db7dd47f9ed39e64f,scene-0038
straight,0.69143,0.6541,0.70919,16.76267,15.43,16.29723,0.13542,0.1143,0.11695,0.00744,-0.0535,-0.03093,0.11595,-0.9884,0.17873,0.00868,-0.01429,0.01883,0.02814,0.11967,-0.07108,0.19148,1.5495,-0.66232,0.00838,0.0235,0.00698,0.68399,0.7076,0.74012,16.64672,16.4184,16.1185,0.12675,0.12858,0.09812,1.36266,0.71214,0.82728,0.66904,16.83819,17.9679,15.45618,True,0.13513,0.15209,0.1051,0.88078,1.81375,2.06029,42b565bc38af4342b79b8697ab0a45b0,scene-0038
straight,0.57373,0.62254,0.70008,14.86866,14.64688,16.35626,0.11699,0.10489,0.11401,0.0854,0.03347,-0.00268,1.65952,-0.22098,0.66658,0.02311,-0.00098,0.00394,0.08072,0.23913,0.10367,1.57029,3.01934,1.99869,0.00967,0.03611,0.03601,0.48833,0.58907,0.70275,13.20914,14.86786,15.68968,0.09388,0.10587,0.11008,2.49354,0.56906,0.8282,0.80642,14.77943,17.8872,17.68837,True,0.10355,0.14198,0.14609,1.23619,2.37667,5.08707,213ee1a50ed245eaab655babec4f15d3,scene-0038
straight,0.6541,0.70919,0.6469,15.43,16.29723,15.13955,0.1143,0.11695,0.10363,0.02543,-0.03093,0.18951,0.20958,0.17873,3.09739,0.00818,0.01883,0.01724,0.07893,0.01023,0.06007,1.19799,0.13969,0.6393,0.02247,0.0098,0.01171,0.62867,0.74012,0.45739,15.22041,16.1185,12.04216,0.10612,0.09812,0.08639,1.42685,0.7076,0.75034,0.51746,16.4184,16.25819,12.68146,True,0.12858,0.10792,0.0981,0.18338,2.07299,3.05661,e15862d8a89d4250947cad3d1eff3dfc,scene-0038
straight,0.62254,0.70008,0.53571,14.64688,16.35626,13.52079,0.10489,0.11401,0.09283,0.03347,-0.00268,-0.0524,-0.22098,0.66658,-0.14364,-0.00098,0.00394,0.00655,0.0144,-0.20066,-0.11905,0.07504,-2.92289,-1.41896,-0.00244,-0.01766,-0.00564,0.58907,0.70275,0.5881,14.86786,15.68968,13.66443,0.10587,0.11008,0.08628,3.16777,0.60346,0.5021,0.46906,14.9429,12.76679,12.24547,True,0.10343,0.09242,0.08065,1.43611,3.89407,5.70436,86958f43ae42452badc0ca07c865b890,scene-0038
straight,0.70919,0.6469,0.55795,16.29723,15.13955,13.25855,0.11695,0.10363,0.09229,0.03512,0.18951,0.15536,0.88275,3.09739,1.97562,0.0145,0.01724,0.01268,-0.02714,0.19333,0.32528,-0.29008,2.87139,4.29496,0.00465,0.01368,0.02156,0.67407,0.45739,0.40259,15.41448,12.04216,11.28293,0.10245,0.08639,0.07961,3.08379,0.64693,0.65072,0.72787,15.1244,14.91355,15.57789,True,0.1071,0.10007,0.10117,1.11296,3.234,6.77578,a1a01ae0cc9f428f8ba4c545e20ee88d,scene-0038
straight,0.70008,0.53571,0.56488,16.35626,13.52079,13.3861,0.11401,0.09283,0.09172,0.10988,-0.0524,0.05607,2.12142,-0.14364,0.3184,0.0159,0.00655,0.00337,-0.03292,0.08701,0.27802,-0.40497,1.78103,3.84956,-0.0003,0.01324,0.01854,0.5902,0.5881,0.5088,14.23484,13.66443,13.06769,0.09812,0.08628,0.08835,3.72478,0.55728,0.67512,0.78683,13.82987,15.44546,16.91725,True,0.09782,0.09952,0.10689,1.91866,3.97302,7.36757,f75d70a9a0074c3ea84d4c5a221fcaf4,scene-0038
straight,0.6469,0.55795,0.58371,15.13955,13.25855,13.55417,0.10363,0.09229,0.09231,0.16942,0.15536,0.04592,2.76933,1.97562,-0.0892,0.01034,0.01268,-0.003,0.3335,0.2232,0.24232,4.76364,3.43698,3.19406,0.0294,0.02162,0.01331,0.47749,0.40259,0.53778,12.37022,11.28293,13.64337,0.09329,0.07961,0.09531,4.31291,0.81099,0.62579,0.7801,17.13386,14.7199,16.83743,True,0.12268,0.10123,0.10861,1.87383,5.42203,7.90458,42bb00324869498faffe17be9b403f04,scene-0038
straight,0.53571,0.56488,0.5737,13.52079,13.3861,14.12008,0.09283,0.09172,0.09569,0.0259,0.05607,0.08028,0.82277,0.3184,1.55902,0.00736,0.00337,0.0081,-0.06644,-0.03876,0.1633,-0.78557,-0.69963,2.49069,-0.00787,0.00095,0.01071,0.50981,0.5088,0.49342,12.69802,13.06769,12.56106,0.08547,0.08835,0.08759,4.62198,0.44336,0.47004,0.65672,11.91245,12.36806,15.05175,True,0.07759,0.08929,0.0983,2.36811,5.22153,8.26004,aa7d1414139344a49ba47723de8d8d3b,scene-0038
straight,0.55795,0.58371,0.67802,13.25855,13.55417,15.3176,0.09229,0.09231,0.10441,0.15536,0.04592,0.08953,1.97562,-0.0892,1.38316,0.01268,-0.003,0.01365,0.12076,0.04258,-0.00453,2.20186,0.10259,-0.25049,0.00874,-0.00896,0.00922,0.40259,0.53778,0.58849,11.28293,13.64337,13.93444,0.07961,0.09531,0.09076,3.62046,0.52335,0.58037,0.58396,13.48479,13.74597,13.68395,True,0.08835,0.08635,0.09998,1.30283,3.78692,8.40562,70b93dd31d724e7fbab2d20ade9bb4c1,scene-0038
straight,0.56488,0.5737,0.59811,13.3861,14.12008,14.23159,0.09172,0.09569,0.09284,0.09557,0.08028,-0.21473,1.10752,1.55902,-2.8884,0.00887,0.0081,-0.01173,0.00704,-0.00065,-0.02981,0.17658,0.17687,-0.34169,0.0072,0.00488,0.00407,0.46931,0.49342,0.81284,12.27858,12.56106,17.11999,0.08285,0.08759,0.10458,3.8299,0.47635,0.49278,0.78302,12.45516,12.73793,16.77829,True,0.09005,0.09247,0.10864,1.73823,3.92087,7.79733,3f649706222f4d83aa0a8a1b687f29fa,scene-0038
straight,0.58371,0.67802,0.5885,13.55417,15.3176,13.76308,0.09231,0.10441,0.09146,0.0275,0.08953,-0.00059,-0.39544,1.38316,0.27137,-0.00027,0.01365,0.00308,-0.00267,0.31236,0.19378,-0.55655,4.29153,3.05654,-0.00844,0.05781,0.0194,0.55621,0.58849,0.58909,13.94962,13.93444,13.49171,0.09258,0.09076,0.08838,3.3527,0.55353,0.90085,0.78286,13.39307,18.22597,16.54825,True,0.08414,0.14857,0.10778,1.93949,3.41924,6.01357,fe4ad01f0ee044a6abb9f33cc1b6709d,scene-0038
straight,0.5737,0.59811,0.69032,14.12008,14.23159,15.47776,0.09569,0.09284,0.11437,0.08028,-0.21473,-0.06142,1.55902,-2.8884,-0.6427,0.0081,-0.01173,0.00493,0.24251,-0.05345,0.02519,3.555,-0.33659,0.57711,0.01424,8e-05,0.01012,0.49342,0.81284,0.75174,12.56106,17.11999,16.12046,0.08759,0.10458,0.10944,6.37443,0.73593,0.75938,0.77693,16.11605,16.7834,16.69757,True,0.10183,0.10466,0.11956,3.06452,7.22853,11.93135,4afb1a21cfd44947b98f9d2f778657d6,scene-0038
straight,0.67802,0.5885,0.78339,15.3176,13.76308,16.42622,0.10441,0.09146,0.13391,0.06337,-0.00059,0.20299,1.19122,0.27137,1.90328,0.01433,0.00308,0.01778,-0.03774,0.05102,-0.00603,-0.64791,1.07413,0.09027,0.00648,0.01283,0.02328,0.61464,0.58909,0.5804,14.12638,13.49171,14.52294,0.09007,0.08838,0.11613,5.01316,0.5769,0.6401,0.57437,13.47846,14.56584,14.61321,True,0.09656,0.10121,0.13941,2.64671,5.74892,8.20206,d65e5cddfa574daeb9ea9252d66dfa97,scene-0038
straight,0.59811,0.69032,0.73267,14.23159,15.47776,15.81459,0.09284,0.11437,0.12852,-0.21473,-0.06142,0.1085,-2.8884,-0.6427,1.29344,-0.01173,0.00493,0.01327,-0.18172,-0.13592,0.19537,-2.18813,-1.90382,2.47434,-0.00065,-0.00436,0.02358,0.81284,0.75174,0.62418,17.11999,16.12046,14.52115,0.10458,0.10944,0.11524,8.57738,0.63111,0.61582,0.81955,14.93186,14.21664,16.99549,True,0.10392,0.10508,0.13883,4.76229,9.74849,14.73005,abe76951d0a0458d84d59e689d8ecfab,scene-0038
straight,0.5885,0.78339,0.72119,13.76308,16.42622,16.01264,0.09146,0.13391,0.13198,0.01113,0.20299,-0.02019,0.4333,1.90328,-0.00954,0.00715,0.01778,0.03161,0.07211,0.02135,0.09583,1.21099,-0.33996,1.55709,0.01516,-0.00188,0.03003,0.57737,0.5804,0.74138,13.32979,14.52294,16.02218,0.08431,0.11613,0.10037,5.64601,0.64948,0.60174,0.83721,14.54078,14.18298,17.57928,True,0.09946,0.11425,0.13039,2.84377,6.1551,10.26176,6bbd9ea66b1544479ac212c19aa22010,scene-0038
straight,0.69032,0.73267,0.72072,15.47776,15.81459,15.88173,0.11437,0.12852,0.1198,-0.07089,0.1085,0.14913,-0.64275,1.29344,2.43112,0.00268,0.01327,0.03215,0.00414,0.11025,0.08578,0.28638,1.5031,1.61956,-0.0003,0.01141,0.01178,0.76121,0.62418,0.57159,16.12051,14.52115,13.4506,0.1117,0.11524,0.08765,6.05576,0.76535,0.73443,0.65737,16.40689,16.02424,15.07016,True,0.1114,0.12666,0.09943,3.01437,6.28219,11.64674,0da044f464b44e5d8c782a13903d6e50,scene-0038
straight,0.78339,0.72119,0.74278,16.42622,16.01264,15.90631,0.13391,0.13198,0.12728,0.20299,-0.02019,0.13037,1.90328,-0.00954,2.19997,0.01778,0.03161,0.03207,0.02821,-0.00335,0.17761,-0.01389,0.40614,3.13919,0.00134,0.01434,0.03513,0.5804,0.74138,0.61242,14.52294,16.02218,13.70635,0.11613,0.10037,0.09521,6.43624,0.60861,0.73803,0.79003,14.50905,16.42832,16.84553,True,0.11747,0.11471,0.13033,3.62229,6.86884,10.62786,2c9c230704cb4870b5dfae8b435dd0fe,scene-0038
straight,0.73267,0.72072,0.79437,15.81459,15.88173,16.52495,0.12852,0.1198,0.11604,-0.06513,0.14913,0.10342,-0.93046,2.43112,1.87228,0.00254,0.03215,0.02761,-0.12771,0.12091,0.08745,-0.11742,2.08621,1.31047,0.06874,0.02232,0.00631,0.7978,0.57159,0.69095,16.74505,13.4506,14.65267,0.12597,0.08765,0.08843,7.64281,0.67009,0.6925,0.77841,16.62763,15.53681,15.96314,True,0.19471,0.10997,0.09474,5.00577,9.79968,11.17609,b3537c4657784727934760188904dde8,scene-0038
straight,0.72119,0.74278,0.782,16.01264,15.90631,16.27838,0.13198,0.12728,0.11592,-0.01289,0.13037,0.10501,0.08178,2.19997,1.26102,0.02231,0.03207,0.01645,0.01074,0.13085,0.13723,0.03676,2.04654,1.74915,-0.0007,0.02092,0.01054,0.73408,0.61242,0.67699,15.93087,13.70635,15.01736,0.10967,0.09521,0.09947,5.88229,0.74482,0.74327,0.81422,15.96763,15.75288,16.76651,True,0.10897,0.11612,0.11,2.98789,6.45705,10.26666,398ab5422d3047dcb56b36a8f7d7ebeb,scene-0038
straight,0.72072,0.79437,0.84412,15.88173,16.52495,17.31503,0.1198,0.11604,0.13243,0.09034,0.10342,0.17717,1.58436,1.87228,1.93531,0.02167,0.02761,0.02179,0.03619,-0.02147,0.08959,0.6327,-0.37703,1.12477,0.00895,0.00252,0.01016,0.63038,0.69095,0.66695,14.29737,14.65267,15.37972,0.09813,0.08843,0.11064,5.13253,0.66656,0.66948,0.75654,14.93006,14.27564,16.50449,True,0.10708,0.09094,0.1208,3.39379,6.19793,8.30797,b2d77fbfe24e4cdb988949cc2565652b,scene-0038
straight,0.74278,0.782,0.78229,15.90631,16.27838,16.67451,0.12728,0.11592,0.12786,-0.09475,0.10501,-0.0345,-1.18894,1.26102,-0.20384,0.01372,0.01645,0.00994,-0.0883,0.12125,-0.09552,-1.14946,1.82514,-1.10034,1e-05,0.01118,-0.01227,0.83753,0.67699,0.8168,17.09526,15.01736,16.87835,0.11355,0.09947,0.11792,5.52299,0.74923,0.79824,0.72127,15.9458,16.84251,15.77801,True,0.11356,0.11065,0.10565,3.49392,5.8767,9.06953,e73a59216865449ab48d31a0880664aa,scene-0038
right,0.79437,0.84412,0.75364,16.52495,17.31503,16.10165,0.11604,0.13243,0.12099,0.10342,0.17717,0.03252,1.87228,1.93531,-0.30447,0.02761,0.02179,-0.00364,-0.06042,0.10122,0.03047,-0.78469,1.14054,0.16071,-0.00728,0.01075,-0.0171,0.69095,0.66695,0.72112,14.65267,15.37972,16.40611,0.08843,0.11064,0.12462,8.31226,0.63053,0.76817,0.7516,13.86798,16.52026,16.56683,True,0.08114,0.12139,0.10752,4.82873,9.80464,14.56085,76143fdc216840bf8e2c7b08b0dea88f,scene-0038
right,0.782,0.78229,0.70385,16.27838,16.67451,15.86243,0.11592,0.12786,0.11539,0.14402,-0.0345,-0.00472,1.63284,-0.20384,-0.47074,0.02248,0.00994,0.00484,0.13421,-0.06576,-0.0001,2.35453,-0.56113,-0.2502,0.02786,-0.0096,-0.00359,0.63799,0.8168,0.70857,14.64554,16.87835,16.33317,0.09344,0.11792,0.11056,8.95529,0.7722,0.75103,0.70847,17.00007,16.31722,16.08297,True,0.12129,0.10833,0.10696,4.70548,10.19964,16.05374,ead06ddfed704c82bdb77a1da54ca79e,scene-0038
right,0.84412,0.75364,0.80598,17.31503,16.10165,17.4703,0.13243,0.12099,0.11758,0.17717,0.03252,0.02961,1.93531,-0.30447,0.42417,0.02179,-0.00364,0.00519,0.21619,0.07246,0.00908,3.07764,0.67719,-0.00969,0.05799,-0.00703,-0.00199,0.66695,0.72112,0.77636,15.37972,16.40611,17.04612,0.11064,0.12462,0.11239,8.83388,0.88314,0.79359,0.78544,18.45736,17.0833,17.03643,True,0.16863,0.11759,0.1104,4.51039,9.11204,17.67619,378dd1889800438d8851571359dbfc22,scene-0038
right,0.78229,0.70385,0.81643,16.67451,15.86243,17.49337,0.12786,0.11539,0.10639,-0.02509,-0.00472,0.09648,-0.14495,-0.47074,0.49994,0.00754,0.00484,0.00048,-0.07865,0.03454,-0.00932,-1.03129,0.22965,-0.65009,-0.01356,-0.00307,-0.00026,0.80739,0.70857,0.71995,16.81945,16.33317,16.99343,0.12032,0.11056,0.1059,6.24283,0.72873,0.74311,0.71062,15.78816,16.56282,16.34334,True,0.10676,0.10748,0.10564,2.31038,7.02655,11.12483,b731e3bfd7b64247b9d9708e67847933,scene-0038
right,0.75364,0.80598,0.71148,16.10165,17.4703,16.07214,0.12099,0.11758,0.09794,-0.06111,0.02961,-0.02496,-1.63494,0.42417,-0.51075,-0.00194,0.00519,0.01035,-0.04089,-0.08968,0.07528,-1.01744,-1.0079,0.74552,-0.00516,-0.00921,0.02511,0.81475,0.77636,0.73644,17.73658,17.04612,16.5829,0.12292,0.11239,0.08759,6.78506,0.77387,0.68668,0.81172,16.71914,16.03822,17.32841,True,0.11777,0.10318,0.1127,3.96431,7.69843,10.30195,0e4aea0d177c480a9ae050a01368ebde,scene-0038
right,0.70385,0.81643,0.70718,15.86243,17.49337,16.49363,0.11539,0.10639,0.0944,-0.02323,0.09648,0.08647,-0.56616,0.49994,1.24927,0.00262,0.00048,0.01374,-0.06558,-0.0177,-0.04539,-0.56106,-0.23462,-0.61967,0.00709,-0.00774,-0.00642,0.72709,0.71995,0.6207,16.4286,16.99343,15.24436,0.11277,0.1059,0.08066,5.83442,0.66151,0.70224,0.57531,15.86754,16.75881,14.62469,True,0.11986,0.09817,0.07424,4.63278,6.45411,8.67835,ed8368b711934a1b86f5a4ce354c39b0,scene-0038
right,0.80598,0.71148,0.72837,17.4703,16.07214,16.62646,0.11758,0.09794,0.0897,0.06806,-0.02496,-0.01032,0.92042,-0.51075,-0.41292,0.00976,0.01035,0.00757,-0.07052,-0.0077,0.01242,-0.47405,0.05839,0.0387,7e-05,0.00344,0.00823,0.73791,0.73644,0.73869,16.54988,16.5829,17.03938,0.10783,0.08759,0.08213,5.83378,0.66739,0.72874,0.75111,16.07583,16.64128,17.07808,True,0.1079,0.09103,0.09036,3.43896,6.49668,10.13741,740e48ba5a5a45afbc1a56b16f586054,scene-0038
right,0.81643,0.70718,0.77357,17.49337,16.49363,17.35374,0.10639,0.0944,0.09543,0.07773,0.08647,0.05262,-0.8615,1.24927,0.44399,-0.04603,0.01374,0.01468,-0.05394,0.20821,-0.17487,-2.1159,2.31813,-2.74475,-0.05433,0.03352,-0.01056,0.73869,0.6207,0.72095,18.35487,15.24436,16.90975,0.15241,0.08066,0.08075,5.7,0.68475,0.82891,0.54609,16.23897,17.56249,14.165,True,0.09808,0.11418,0.07019,2.39867,6.24431,10.77554,6060fa4c3b1e443994967da28e86132b,scene-0038
right,0.71148,0.72837,0.76471,16.07214,16.62646,17.62173,0.09794,0.0897,0.09584,-0.04076,-0.01032,0.29218,-0.49855,-0.41292,3.98668,0.0086,0.00757,0.0279,-0.05252,-0.21174,0.26438,-0.0086,-3.17407,5.32116,0.00565,-0.0153,0.09473,0.75224,0.73869,0.47252,16.5707,17.03938,13.63505,0.08934,0.08213,0.06794,4.94689,0.69972,0.52695,0.7369,16.5621,13.86531,18.95621,True,0.09499,0.06683,0.16268,2.97691,5.12289,7.72817,029a6b83ae1a42cbbf775fd77415745f,scene-0038
right,0.70718,0.77357,0.70216,16.49363,17.35374,16.51855,0.0944,0.09543,0.08071,0.11058,0.05262,0.32186,1.389,0.44399,4.91728,0.009,0.01468,0.03069,0.07724,0.09366,0.18678,0.85387,0.8853,2.82683,-0.00984,0.01628,0.01057,0.5966,0.72095,0.38031,15.10463,16.90975,11.60127,0.0854,0.08075,0.05002,7.0507,0.67384,0.81461,0.56709,15.9585,17.79505,14.4281,True,0.07556,0.09704,0.06059,5.02837,7.89198,11.86848,eb5ea93bd45246329e50a6d7a93e3832,scene-0038
right,0.72837,0.76471,0.55156,16.62646,17.62173,14.282,0.0897,0.09584,0.06202,0.00601,0.29218,-0.21686,-0.20884,3.98668,-3.36186,0.01299,0.0279,-0.02183,-0.06639,0.06609,-0.04773,-0.87256,0.40241,-0.56227,0.00118,0.00349,0.00083,0.72235,0.47252,0.76842,16.8353,13.63505,17.64386,0.07672,0.06794,0.08385,5.62283,0.65596,0.53861,0.72069,15.96275,14.03747,17.08159,True,0.0779,0.07143,0.08469,3.22242,6.23186,9.99579,5bb77a2ff3d44094b691ba239cbab83a,scene-0038
straight,0.70294,0.70546,0.71361,16.87785,16.4295,16.60673,0.16125,0.12665,0.12883,0.1085,-0.00238,0.10816,2.56244,0.28139,-0.13832,0.06106,0.00848,-0.05115,0.0333,0.07754,0.02892,1.18081,1.20564,-0.59573,0.00895,0.01503,-0.04444,0.59444,0.70784,0.60546,14.31541,16.14811,16.74505,0.10019,0.11817,0.17997,5.9924,0.62774,0.78538,0.63438,15.49622,17.35376,16.14932,True,0.10914,0.13319,0.13553,2.2913,6.87888,12.0655,15c59626df6b4f96bb7ef7c5c1797159,scene-0039
straight,0.79026,0.73088,0.73381,18.01592,16.97414,16.82753,0.13283,0.1238,0.12589,0.29148,0.19685,0.1145,4.11945,2.73445,1.86435,0.03432,0.02124,0.02726,0.20979,0.10514,0.11651,4.54097,1.45136,2.36694,0.07585,0.0095,0.03081,0.49878,0.53402,0.61931,13.89647,14.23969,14.96319,0.0985,0.10256,0.09863,2.42571,0.70856,0.63916,0.73582,18.43745,15.69105,17.33013,True,0.17435,0.11206,0.12944,1.03461,1.21509,6.3645,e46803a34fa744ad9372b5227798e00a,scene-0039
straight,0.70546,0.71361,0.77128,16.4295,16.60673,17.10366,0.12665,0.12883,0.12315,-0.00238,0.10816,0.21842,0.28139,-0.13832,3.58944,0.00848,-0.05115,0.04594,0.06965,0.11012,0.08609,1.47778,0.09515,1.74067,0.00249,-0.05411,0.02268,0.70784,0.60546,0.55286,16.14811,16.74505,13.51423,0.11817,0.17997,0.0772,5.93353,0.77749,0.71558,0.63895,17.62589,16.8402,15.25489,True,0.12066,0.12586,0.09988,2.32669,6.37212,12.36034,926dde8427454373a0f4b61b1b3c6e2f,scene-0039
straight,0.73088,0.73381,0.73836,16.97414,16.82753,16.39703,0.1238,0.12589,0.11308,0.19685,0.1145,0.13368,2.73445,1.86435,1.85948,0.02124,0.02726,0.02534,-0.00468,0.07952,0.18106,-0.0472,1.37563,3.87238,-0.0024,0.02205,0.08514,0.53402,0.61931,0.60468,14.23969,14.96319,14.53755,0.10256,0.09863,0.08774,7.39169,0.52935,0.69883,0.78574,14.19249,16.33882,18.40993,True,0.10016,0.12068,0.17288,3.63056,8.7853,13.54668,3219230d0e14480c9089c7c49e339a83,scene-0039
straight,0.71361,0.77128,0.69701,16.60673,17.10366,15.85981,0.12883,0.12315,0.10497,0.10816,0.21842,0.03001,-0.13832,3.58944,-0.48189,-0.05115,0.04594,-0.02207,0.02399,0.07161,-0.06077,-1.23572,1.80707,-2.02354,-0.07037,0.01956,-0.02705,0.60546,0.55286,0.66699,16.74505,13.51423,16.3417,0.17997,0.0772,0.12704,8.48416,0.62945,0.62447,0.60623,15.50933,15.32129,14.31816,True,0.10961,0.09676,0.09999,3.50203,10.06267,15.88961,7c8ce823cc374a8f9376df6d8f0fed89,scene-0039
straight,0.73381,0.73836,0.73176,16.82753,16.39703,16.4072,0.12589,0.11308,0.1273,0.1145,0.13368,0.04423,1.86435,1.85948,0.89082,0.02726,0.02534,0.01847,0.05203,-0.01127,-0.05854,2.03677,-0.12186,-0.77964,0.05701,-0.0011,0.01167,0.61931,0.60468,0.68753,14.96319,14.53755,15.51638,0.09863,0.08774,0.10883,8.94657,0.67134,0.59342,0.62899,16.99996,14.41569,14.73674,True,0.15564,0.08664,0.1205,5.17984,10.51457,15.40346,d7f3a1ff633c493a87a94ab0b39a14a7,scene-0039
straight,0.77128,0.69701,0.79008,17.10366,15.85981,17.1277,0.12315,0.10497,0.17411,0.21842,0.03001,0.05594,3.58944,-0.48189,0.80353,0.04594,-0.02207,0.02835,0.08095,0.07524,-0.04453,1.56338,0.0047,0.06626,0.0169,-0.01677,0.00902,0.55286,0.66699,0.73414,13.51423,16.3417,16.32418,0.0772,0.12704,0.14576,10.76952,0.63381,0.74223,0.68961,15.07761,16.3464,16.39044,True,0.09411,0.11026,0.15478,5.73006,12.98583,18.06693,4735f59f08ee4bff93c237f4df39453a,scene-0039
straight,0.73836,0.73176,0.77628,16.39703,16.4072,17.51305,0.11308,0.1273,0.19092,0.13368,0.04423,0.25343,1.85948,0.89082,3.91714,0.02534,0.01847,0.04293,0.01016,0.10006,0.20097,-0.0568,3.57979,4.1123,-0.00023,0.09311,0.06863,0.60468,0.68753,0.52284,14.53755,15.51638,13.59591,0.08774,0.10883,0.14799,10.9891,0.61484,0.78759,0.72382,14.48075,19.09617,17.70822,True,0.08751,0.20194,0.21662,5.64662,13.10914,19.4602,f20177ef6307471083339ad1a6766e2a,scene-0039
straight,0.69701,0.79008,0.77847,15.85981,17.1277,17.83722,0.10497,0.17411,0.1712,0.03001,0.05594,0.21109,-0.48189,0.80353,3.02276,-0.02207,0.02835,0.01634,-0.08387,-0.04911,0.26007,-1.30223,-1.10376,3.82121,0.01128,-0.00665,0.01837,0.66699,0.73414,0.56738,16.3417,16.32418,14.81445,0.12704,0.14576,0.15486,8.0418,0.58312,0.68502,0.82745,15.03947,15.22042,18.63566,True,0.13832,0.13911,0.17323,6.13838,8.63391,12.77056,29560e3766b241d281b8b85cdcd790e8,scene-0039
straight,0.73176,0.77628,0.77101,16.4072,17.51305,17.85294,0.1273,0.19092,0.21145,0.04423,0.25343,0.02485,0.89082,3.91714,1.20273,0.01847,0.04293,0.07763,0.07642,0.17901,-0.04185,2.68646,2.78042,0.25808,0.0658,0.03189,0.03793,0.68753,0.52284,0.74615,15.51638,13.59591,16.6502,0.10883,0.14799,0.13382,9.07031,0.76395,0.70185,0.7043,18.20284,16.37633,16.90829,True,0.17463,0.17988,0.17175,5.48567,10.3906,15.80711,17dd14b176364a539463dbe99d96918a,scene-0039
